Author,Handle,Media URL,Reposts,Likes,Comments,Views,Post Link,Profile Link,Post,Date,Name,Retweets,Tweet URL,Post Body,Profile Lİnk
Visenya Targaryen,@Lestat_coded,,,,1.0,,,,@KenyaPower_Care Respond to your DMs,June 26,,,,,
Visenya Targaryen,@Lestat_coded,,,,1.0,,,,@KenyaPower_Care respond to your DMs cause your calls aren’t working.,June 26,,,,,
Visenya Targaryen,@Lestat_coded,,,,1.0,,,,Same. What’s not happening,June 26,,,,,
Visenya Targaryen,@Lestat_coded,,,,1.0,,,,@KenyaPower_Care Kindly check DM.,June 26,,,,,
... Wa-kulu,@UkuloWamb,,,,1.0,,,,"@KenyaPower_Care Hey I closed a power supply account in January 2024, but am still getting bills with my name, each and every month and the house was occupied by someone else. 

What should i do extra to completely close the account?

You take time to reply to DM!",June 26,,,,,
cb,@chalobongo,,,,,,,,"@KenyaPower_Care transformer blown fuse, low voltage",Jun 25,,,,,
msmuthoni,@msmuthoni575919,,,,,,,,"Hello, I'm replying from Bondo in Nyakasumbi. our transformer is spoilt, we've been in darkness for almost a week now, my work is getting spoilt.  Kindly assist.",Jun 25,,,,,
Maxyy,@Landomax12,,,,2.0,,,,"@KenyaPower_Care hello,We have a problem with the http://electricity.It keeps going on and off multiple times and we believe there’s a problem at the transformer.kindly come take a look.",Jun 25,,,,,
Daima Mkenya,@pip_wizard254,,,,1.0,,,,@KenyaPower_Care No electricity in Wendani,June 25,,,,,
𝔽𝕣𝕖𝕕,@AkangaFred,,,1.0,,,,,@KenyaPower_Care we need power ama you are supporting this bill?,June 25,,,,,
Paulina Cally,@paulineatieno12,,,,,,,,@KenyaPower_Care we need power! Acc. No. 14141145608. Do something! We are trying to follow up on the finance bill!!!!!,June 25,,,,,
Caroline Moraa,@cmoraa85,,1.0,1.0,5.0,,,,@KenyaPower_Care   14105542121 no power in Fedha please we are rejecting the bill online..not today please!!,June 25,,,,,
Eston,@tripatriot,,,3.0,4.0,,,,@KenyaPower_Care we're experiencing a power blackout meter 14106180327. You're negatively affecting my online resistance to the Finance Bill!,June 25,,,,,
E_Wanyanga,@EvansWanyanga,,,,3.0,,,,"@KenyaPower_Care Hello , what is the paybill for paying postpaid bill ?",June 25,,,,,
Bill K. Mulinya,@Bill101544,,,,,,,,"@KenyaPower_Care Beijing rd...2 days now without electricity, unplanned and not communicated. This is so wrong!!",June 25,,,,,
The Wild Prince,@254_marshall,,,,,,,,It's been 4 days without power. We just had it fixed today not even 5 hrs later gone.  Consistent power nowadays has become a luxury we try to afford but can't get. Same transformer same problem. We can't be fighting for our country only to come back to fight with darkness,Jun 24,,,,,
Prince katex,@princekatex,,,,,,,,We are not having power at kobil cabanas  embakasi for the last 5 days because of the transformer and you guys are doing nothing about it.,Jun 24,,,,,
Amos cheruiyot,@Amoscheruiyot97,,,,1.0,,,,"@KenyaPower_Care @KenyaPower ... please whats happening with the transformer around honey suckle estate,,since Saturday we have no lights,... please assist us,team on site please do us a favour bwanaa...@MikeSonko @HEBabuOwino please assist where you can.",Jun 24,,,,,
EM,@elvismakuthi,,,,2.0,,,,"@KenyaPower_Care Kindly send you technical team  one of the Transformers in Obama estate is Sparking, seems like Loose connection on one of the Phases, causin partial blackout in an interval of 10 minutes. Our appliances are at risk.",Jun 24,,,,,
KD~,@khoga_daniel,,,,1.0,,,,"Hi @KenyaPower_Care , any update in regards to issue raised for account 37181861131?
Was the transformer stolen or what is going on? We had power then all over a sudden transformer ikatolewa hata bila notice.
The whole Block No. 10 Seregeya tuko Kwa Giza.",Jun 24,,,,,
Sherry,@SherryKimani07,,,,,,,,"@KenyaPower_Care  pia nyinyi mnaboo Sana 3 weeks Bila stima you must be the worst powering company in the world,transformer Ni kitu ya kunyima watu smh mashida hapa mkisema state your location, nearest landmark eeeiy with no action, na we pay in due time na pesa zetu",Jun 24,,,,,
Sherry,@SherryKimani07,,,,,,,,"@KenyaPower_Care pia nyinyi mnaboo Sana 3 weeks Bila stima you must be the worst powering company in the world,transformer Ni kitu ya kunyima watu smh mashida hapa mkisema state your location, nearest landmark eeeiy with no action, na we pay in due time na pesa zetu",Jun 24,,,,,
Gloria,@gloria_karru,,,1.0,2.0,,,,"Please fix our transformer...for 5 days no one seems to care 
What is wrong with you people...you do not respond to any replies 
Please fix this we are tired and frustrated 
Meter no 14468236998
Area Embakasi, Kobil near Southfield Mall",Jun 24,,,,,
Amicus Diplomatae,@etyanglenns,,,,2.0,,,,"@KenyaPower_Care No electricity in Ong’aroi area, Kotur Location Teso South for more than 8months due to a faulty transformer. Any replacement updates?!",Jun 24,,,,,
Blasio Komen,@blaskomen7,,,1.0,1.0,,,,"@KenyaPower_Care In malava ,Kakamega County within environs of (CDF malava)citizens and dependencers of electricity have been left on the dark for the second week in a row due to a transformer blast .
Please act on this you are loosing revenue and setting base for inequality",Jun 24,,,,,
The Farmer,@Keny_027,,,,,,,,"@KenyaPower_Care 
92100214615 no power since 5 pm today. This has been the trend every evening. Please fix this issue, we need to get updates on the reject Finance Bill protests.

#Rejectfinancebill2024",June 24,,,,,
KO,@Oyolla,,,,,,,,@KenyaPower_Care The transformer at the junction of Lenana and Galana Rd has done it again just now.  Pls look into it,Jun 23,,,,,
Barry,@BarrySnre,,,,1.0,,,,Mlikuja friday then you took away the transformer at around 1440hrs at embakasi pipeline mbimji group upto now we're in total darkness,Jun 23,,,,,
KO,@Oyolla,,,,,,,,@KenyaPower_Care The transformer at the junction of Lenana and Galana Rd has done it again just now.  Pls look into it,Jun 23,,,,,
Barry,@BarrySnre,,,,1.0,,,,Mlikuja friday then you took away the transformer at around 1440hrs at embakasi pipeline mbimji group upto now we're in total darkness,Jun 23,,,,,
Wangari,@Wangari_Magu,,,,1.0,,,,"@KenyaPower_Care  Embakasi Kobil area we have had a power outage since Thursday, a transformer issue.
Are we getting any help soon?",Jun 23,,,,,
KEVIN. NYABERI,@kevin_csb,,,,,,,,"@KenyaPower_Care 
Shida iko wapo do you know there is  transformer issue am reaching out to you you don't want to respond alfu hio transformer kesho mupate haiko am reaching out  to report something serious am I forcing you 
Mukae sasa",Jun 23,,,,,
PhyllisWanjuki,@P_Wanjuki,,3.0,2.0,,,,,"@KenyaPower_Care mtr No. 43396702, Matangi area of Kivani location. Weve had no power for 6 days now. & It's been 4 days  since your technician's checked the transformer for a blown fuse and they've not been back to replace it. Take action please",Jun 23,,,,,
Stephen Mwadime,@Stephonce_254,,,,1.0,,,,"Kashani area of some section near mzee wa mtaa area has not been receiving electricity for a week! Kindly come and repair the transformer that blew up, we pay for such services why should we not enjoy them?",Jun 23,,,,,
#RutoMustGo,@IamngugiN,,,,1.0,,,,"@KenyaPower_Care
 there's been a blackout at 110984251. It's near Jolydar academy. Please attend to it! A transformer blew up",Jun 23,,,,,
KD~,@khoga_daniel,,,,,,,,"There is a power outage at Seregeya Block 10 Area P.A.G Church Junction  since Thursday evening,I hav been calling ur customer care lines & no one is picking akii.
I hav DM u bt u have not replied.We hav been  disconnected from the line without notice transformer ikachukuliwa
.",Jun 23,,,,,
Gladie,@gn_m16,,,,1.0,,,,"@KenyaPower_Care restore  power supply at Kirogo , Elly Mugera transformer in Kerugoya . It's been over 12hrs now!",Jun 23,,,,,
Francis Macharia,@just_macharia,,,,,,,,@KenyaPower_Care black out in Umoja 1 block J after a transformer blew. Kindly act.,Jun 22,,,,,
Lily Kui,@kui0404,,,,1.0,,,,"@KenyaPower_Care ,we have not had electricity for the last two weeks ,in kayole we have been making follow up everyday being told that they're following up with technicians to repair the faulty transformer , how soon can we have it resolved? Ref number 11419122",Jun 22,,,,,
Cliff The Cliff,@CliffTheCliff1,,,,,,,,Hello. We have not had electricity at Kiongwani village since April. When your technicians came to fix they claim they were disrespected by a lady owner of the land where the transformer is installed. Please help. Meter Number 35515857,Jun 22,,,,,
Mko0012,@Mko0012147927,,,,,,,,@KenyaPower_Care The transformer on city park drive has exploded. When will this be attended to ?,Jun 22,,,,,
Barry,@BarrySnre,,,1.0,4.0,,,,"@KenyaPower_Care @KenyaPower 
Yesterday at 1440hrs guys from KPLC came and removed transformer atpipeline embakasi Bimji ground. No replacement has been made upto now and i have milk business at this area the freezer is off and i've 150ltrs of milk which can spoil kindly help",Jun 22,,,,,
Peter Kinyanjui Njenga,@PeterKinya31065,,,,1.0,,,,"@KenyaPower_Care 

We have a problem here in kariobangi north kanyama road near jamii kipawa hospital... there's a transformer problem since last night which has not been fixed http://yet.it has affected the nearby building",Jun 22,,,,,
Street Economist,@SteetEcon,,,1.0,1.0,,,,"Hello @KenyaPower_Care we are really going Losses after our transformer was switched off on Wednesday till now for unknown reasons. This is in Kobil area, near Penda hospital. A whole line has been in darkness for all this time and losses are too much. Kindly do smthng.",Jun 22,,,,,
MinC,@aswangari,,,,2.0,,,,+254727372807 this emergency number in Meru is not being picked and our transformer near our houses is producing fire,Jun 22,,,,,
Siman,@muniramuha,,,,,,,,"@KenyaPower_Care Morning hatuna stima Tudor transformer, please check that out. we have been having a problem with electricity in this area",Jun 22,,,,,
Hope Ntalami,@HNtalami,,,,,,,,"We have had no transformer for two good months, you guys are jokers",Jun 22,,,,,
Tutor Smith k,@JayneKirika,,,,3.0,,,,"@KenyaPower_Care 
They disconnected the electricity at our farm house,it's been 4 days bt they haven't reconnected yet the whole bill was cleared 2 days ago....meternumber #42577201 
Kindly do something",June 22,,,,,
Jackline Kimani,@JacklineKimani4,,,,,,,,@KenyaPower_Care @EPRA_Ke  power disconnected at Honey Suckle Apartments phase 1 in Embakasi Pipeline  in day 2 without action from the team... No response at all... Every other buildings around are lighted except the estate phase 1... What did you take from the transformer?,Jun 21,,,,,
Samrah Moses,@egyptiansushi22,,,,2.0,,,,"Hello, kindly please check on the transformer in Kisauni area near Samz Beauty Shop. The electricity keeps going in and out.",Jun 21,,,,,
Cliff The Cliff,@CliffTheCliff1,,,,1.0,,,,Hello. We have not had electricity at Kiongwani village since April. When your technicians came to fix they claim they were disrespected by a lady owner of the land where the transformer is installed. Please help. Meter Number 35515857,Jun 21,,,,,
Jamoh Muendo,@JamohMax,,,,1.0,,,,"@KenyaPower_Care Hello.. my account 40766966.
This power bill has been disconnected...
Payments done yesterday..
Kindly note this account has been disconnected again today after reconnection yesterday..

I don't have any bedding bill ..  I have over payments even",June 21,,,,,
Dr. McSTEMI,@Cardi_O_Logist,,,1.0,,,,,@KenyaPower_Care Is your pay bill system down?,June 21,,,,,
Sam Akwale,@SAkhwale,,,,,,,,@KenyaPower_Care Is *977# functional or what is happening? Need to know my bill to pay.,June 21,,,,,
That Guy Kane,@Ken_Osidiana,,,,,,,,@KenyaPower_Care your pay bill isnt working why?,June 21,,,,,
K_M,@KateMuriithi,,,,3.0,,,,"@KenyaPower_Care Again i ask, mliweka transformer mpya ya nini? There has been no change, power still goes off every single day, what a load of nonsense! Ovyo kabisaa a/c 14104535308",Jun 20,,,,,
Lillyan Mutua,@brightstar115,,,,1.0,,,,"@KenyaPower_Care @KenyaPower @KiambuCountyGov @Ma3Route @KWamatangi Power blackout around sigona & zambezi area Kikuyu, since 9:30pm last night. What is the fault? Poweroutage, disruption, fallen line or vanalized transformer. Come to our aid soonest. Landmark Sigona golf club",Jun 20,,,,,
Sabertooth,@AndeQar,,,,,,,,"@KenyaPower_Care can we get a conclusive solution mtr no 1440-2532-403 something is causing an issue making the transformer spark..no power at the moment please solve it
#RejectFinamcebill2024",Jun 20,,,,,
KD~,@khoga_daniel,,,,2.0,,,,Why did you disconnect our transformer without notice @KenyaPower_Care ? A/C No. 37181861131.,Jun 20,,,,,
eric,@Ericabneramara,,,,1.0,,,,"No transformer at siaya county,  jina area for more than 4months now. Sijui Kplc Ugunja wanafanya nini to  solve the problem!",Jun 20,,,,,
JF Kennedy  Jr.,@SHEIKH_KEN,,,,,,,,This is day three without power and your staff were on the ground yesterday and they did nothing. The transformer blew up on Monday. What is it that you are doing to give us a new transformer.,Jun 20,,,,,
:):,@alexxxffs,,,,1.0,,,,"Transformers ilichomeka February katikati and we have tried reaching your officers only for them to ask for 200k bribe!!Stima ata haiwezi washa microwave muwache ufala ata nynyi 
#REJECTFINANCEBILL2024",Jun 20,,,,,
David,@David8013316828,,,,1.0,,,,"Our transformer was taken and had not been replaced upto date .. Rongo, ndegoriedo center",Jun 20,,,,,
thee mysterious chief,@kodikayaz,,,,,,,,Reject finance bill..stop this nonsense,June 20,,,,,
Jane Mulwa,@janekalmulwa,,,,1.0,,,,@KenyaPower_Care please Kenya power update your systems nimetoka kureject finance bill kuingia kwa nyumba nibuy tokens munaniambia it systems are  experiencing delays....,June 20,,,,,
Shigs,@TonyShigoli,,,2.0,3.0,,,,@KenyaPower_Care unable to buy tokens. Is there a problem with your pay bill? Account 04214986988.,June 20,,,,,
BILL_SAFU,@Bill_safu,,,,5.0,,,,"Hey,am unable to purchase tokens,meter number-37196273421,kindly assist",June 20,,,,,
Lulu,@lulukanja,,,,1.0,,,,@KenyaPower_Care Am about to reject you like the finance bill. Everyday kwani battery za stima zimelost????,June 20,,,,,
BILL_SAFU,@Bill_safu,,1.0,,1.0,,,,Trying to load tokens but keep on rejecting. No mistake on the meter number - 37196273421 is my meter number,June 20,,,,,
Catch-King,@BrianMayans,,,,2.0,,,,Ata nyinyi mnareject finance bill? It's been an hour sipati tokens. Transaction code SFK83ZHYOA,June 20,,,,,
Mwîteteri,@kagwi_njeri,,,,1.0,,,,"@KenyaPower_Care even your app isn't working.
Update us on what is happening.
Bought token today sijapata token
Ata yenye nawachiwa na finance bill mnataka kuchukua",June 20,,,,,
Tracy,@tracshiko,,,,2.0,,,,@KenyaPower_Care your pay bill is not working please assist.,June 20,,,,,
Adeh,@Adeh96720505,,,,1.0,,,,"@KenyaPower_Care kindly send your team to reconnect power. The outstanding bills have been cleaned but still we have no power. Our landmark is Marca apartments we're directly opposite them, there's also an SDA church around there. This is in Utawala",June 20,,,,,
Catch-King,@BrianMayans,,,,2.0,,,,Ata nyinyi mnareject finance bill? It's been an hour sipati tokens. Transaction code SFK83ZHYOA,June 20,,,,,
Mwîteteri,@kagwi_njeri,,,,1.0,,,,"@KenyaPower_Care even your app isn't working.
Update us on what is happening.
Bought token today sijapata token
Ata yenye nawachiwa na finance bill mnataka kuchukua",June 20,,,,,
Tracy,@tracshiko,,,,2.0,,,,@KenyaPower_Care your pay bill is not working please assist.,June 20,,,,,
Adeh,@Adeh96720505,,,,1.0,,,,"@KenyaPower_Care kindly send your team to reconnect power. The outstanding bills have been cleaned but still we have no power. Our landmark is Marca apartments we're directly opposite them, there's also an SDA church around there. This is in Utawala",June 20,,,,,
BILL_SAFU,@Bill_safu,,,,,,,,Same here,June 20,,,,,
Owino Invictus,@invictus_owino,,,,1.0,,,,"@KenyaPower_Care  we want to watch finance bill....
Blackout ya nini....
#RejectTheFillanceBill2024 
#RejectFinanceBill2024 
#REJECTFINANCEBILL2024",June 20,,,,,
Ochieng_McDwallo,@jfochieng,,,,1.0,,,,@KenyaPower_Care @KenyaPower why disconnect power to the entire Bandari Estate in South C because some residents have not paid their electricity bills yet every unit has its own meter? Why the blanket punishment?,June 20,,,,,
Peace_me,@UnHiNgeD_py,,,,,,,,"@KenyaPower_Care  When we're done with rejecting the finance bill, I'll be sure to meet you in court and in the streets.  
We cannot be paying exaggerated electricity bills yet hatuna stima from morning till evening.",June 20,,,,,
BILL_SAFU,@Bill_safu,,,,1.0,,,,Trying to load tokens but keep on rejecting. No mistake on the meter number - 37196273421 is my meter number,June 20,,,,,
Geoffrey Otieno,@Ondhiro,,,,1.0,,,,"Thanks a lot.
The transformer was replaced.",Jun 19,,,,,
KamiriJames,@JamesKamir11261,,,,1.0,,,,"@KenyaPower_Care @KenyaPower 
14286760195 Kindly restore the fuse that has been giving us powerless nights at Muthiga, transformer at Zawadi School along Wambaa road.",Jun 19,,,,,
Powell,@powellragot,,,,1.0,,,,@KenyaPower_Care  kindly check athi river devki area next to 67 hotels. Low voltage after the transformer issues.,Jun 19,,,,,
Nyce Byte,@nyce_byte47,,,,5.0,,,,@KenyaPower_Care Kindly STOP! frustrating our business in Gachie due to a blown transformer fuse near smart home supermarket ; it's been four days now,Jun 19,,,,,
Buggz,@spike_gg,,,,1.0,,,,"@KenyaPower_Care 
Hallo
One phase has no power 
Community road near midland school
Transformers blew up last evening with a blast.",Jun 19,,,,,
K_M,@KateMuriithi,,1.0,,2.0,,,,"@KenyaPower_Care Mliweka transformer mpya ya nini,no change as power still goes off . Ovyo kabisa, the most annoying co. in KE a/c 14104535308",Jun 19,,,,,
Irene Kendi,@KhendieIryne,,,,2.0,,,,@KenyaPower_Care explain to me how one tenants failure to pay their bill warrants the rest of the tenants not having electricity? How do you disconnect power for others who have paid. Why do others have to suffer. And who compensates for the losses?,June 19,,,,,
Alex,@iMuthembaa,,,1.0,,,,,Areas whose Mps are voting yes for the finance bill,June 19,,,,,
JF Kennedy  Jr.,@SHEIKH_KEN,,2.0,,3.0,,,,"@KenyaPower_Care @KenyaPower For the second day running Kingeero, Kamutiini and Lower Kabete areas have no power. Is this a new way of protesting or keeping us from watching the punitive finance bill?",June 19,,,,,
fishing in a suit,@DT_Valerie,,,,5.0,,,,@KenyaPower_Care if your power has been disconnected from the pole cause of outstanding bill. What charges am I suppose to pay before they do a reconnection,June 19,,,,,
Kamau N Maurice,@KamauD33,,,,,,,,"@KenyaPower_Care @KenyaPower Meter No. 14105514997 
This transformer that blinks more than an eye of a coward has overstayed our patience. You'll remove it. And you are going to restore power completely. That one you'll do in our terms since it seems you are okay with mediocrity",Jun 18,,,,,
Sherry,@SherryKimani07,,1.0,1.0,1.0,,,,"@KenyaPower_Care  good evening we have been in darkness for nearly two weeks @sanford you took the transformer and didn't get any feedback, are you even considering businesses using electricity with this budget and us doing online business,ama Ruto amesema msiturudishie stima smh",Jun 18,,,,,
Tim James Musumba,@TimMusumba,,,,2.0,,,,"@KenyaPower_Care It is the 18th of June, 2024 and now the 4th week running without power in Vihiga County, East Bunyore because of a blown transformer @davis_chirchir @OsotsiHon . What is really going on? You cannot KEEP LYING to me that your following up on the issue!",Jun 18,,,,,
Tim James Musumba,@TimMusumba,,,,1.0,,,,"How long is it taking to replace this transformer? A whole year? Do you know the inconvenience you have caused me! I have to have my phone's, laptop and spot lights  charged every other day kilometers away! Do you know security has now been compromised because of no POWER?",Jun 18,,,,,
Bōitumęlō,@theonlybee3000,,,,1.0,,,,@KenyaPower_Care kuwa serious please transformer yenu inachomeka hapa and you aren't responding,Jun 18,,,,,
jared goy,@GoyJared,,,,2.0,,,,"@KenyaPower_Care 
We are in darkness due to non-functional transformer. Please send your team to fix the problem. Location is Homa-Bay County, Alalo Area. Closest school/landmark is Roba Primary School. All details in DM.",Jun 18,,,,,
Venus29w19,@venusgoitrAight,,,,,,,,Faulty transformer in the Etago stage that was sizzling with sparks and no power since yesterday. When will it be fixed?,Jun 18,,,,,
Madelyn Stuttgart,@mercy_ngondi,,,,,,,,"Please kplc aky mbona mnatutesa ivo,, kayole matopeni area near police station we have been in the dark for weeks now due to transformer failure,,any update on when we will get connected again,,, saa mbunge leo hatuoni what going on surely,,",Jun 18,,,,,
Professor Njagi,@niwanjagi,,,,,,,,"@KenyaPower_Care 
The woes of the people. How does Kenya Power allow tenant bills to accumulate then punish the landlords?",June 18,,,,,
Danny Phantom,@curtiscarlton9,,,,1.0,,,,In my home stead their no electricity for one month and have paid my bills,June 18,,,,,
Vina Naomi,@VinaNaomi3,,,,1.0,,,,Kindly bring back electricity around Kasarani or else we deem you as part of group supporting finance bill,June 18,,,,,
jasiranga,@Jasiranga,,,,,,,,@KenyaPower_Care confirm electric bill,June 18,,,,,
fishing in a suit,@DT_Valerie,,,,,,,,@KenyaPower_Care how long does it take for a reconnection after paying all the necessary fees and the outstanding bill,June 18,,,,,
Person Of House 𝕏,@BossGe_,,,,1.0,,,,"@KenyaPower_Care Our transformer exploded on Friday night. Today is Monday. 3 Days we are waiting for your technicians who said they were going to import transformers. 

Hii ni mchezo aina gani sasa 
Matolani Lane —Umoja 1 
@Hon_Kawaya @EnergyMinK",Jun 17,,,,,
Martin miriti,@Thebigmiriti,,,,,,,,"@KenyaPower_Care 
Ticket no.11431091
One year later your team keep visiting the area with no feedback for just replacement of a small transformer.
The school is just next and it's evident it's risky to the school properties and village at large.
Would appreciate quick response.",Jun 17,,,,,
Dan Odero,@DanOder0,,,,,,,,@KenyaPower_Care this transformer support on Kibera Station Rd off Ngong Rd requires attention in time,Jun 17,,,,,
Arnold,@arnoFRB,,,,,,,,@KenyaPower_Care  @KenyaPower do you use chiefs to collect money from homesteads before taking transformers for repair,Jun 17,,,,,
Jeff,@_Kareokey,,,,,,,,@KenyaPower_Care No lights since last night in Ndonya migingo area mtwapa you have a faulty transformer and I don't know who will assist since its a holiday... metre number is 133264713..Please assist,Jun 17,,,,,
Kenneth Omuse,@KennethOmuse,,,1.0,3.0,,,,"Matende area, Kakamega county, power outage due to transformer failure, 4 days now, kindly assist",Jun 17,,,,,
Eddy. J,@Eddyjamach,,,,1.0,,,,"@KenyaPower_Care @RamogiFM @97_3f 

 .For 5 weeks , no power in Kogere, Ugenya, Siaya county . This is a community with primary and high schools, police post . Attempts to reach Thomas mburu of Ugunja station failed. This is injustice . Please help we need a new transformer !",Jun 17,,,,,
Tim James Musumba,@TimMusumba,,,,1.0,,,,"@KenyaPower_Care This is the 4th week without power. The faulty or blown transformer is yet to be replaced! What is the purpose of having non existent power in Vihiga County, Emusenjeli Village in Bunyore on a daily basis? Account 35209446.",Jun 17,,,,,
Jackson Onyango,@JacksonOnyangoJ,,,1.0,,,,,Kenya power we will take legal action against you on what is happening in pumwani high rise especially for those who are paying there bills and yet you chose to switch off power and now it's 3 weeks in darkness,June 17,,,,,
jared goy,@GoyJared,,,,,,,,@KenyaPower_Care I reported the same through *977# and nothing has been done. It is now weeks without power. Please assist fixing the transformer. I also DM the meter number and location which your team has not responded to.,Jun 16,,,,,
Charlie wa Mtaa,@Mangua_,,,,1.0,,,,@KenyaPower_Care this is like the 5th time I am reporting Bangs and activities at night on transformer near meter no. 14467200284 now we have no lights,Jun 16,,,,,
kawesa sempa,@kawesasempa,,,,,,,,"@KenyaPower_Care no power around NYS ENGINEERING AREA 4 MATHARE ...like always ....few meters to 2930 there is power....
Send people to check that transformer",Jun 16,,,,,
Tim James Musumba,@TimMusumba,,,,,,,,"@KenyaPower_Care The 3rd week is now over. Today is Sunday going into the 4th week and you have still not replaced the faulty or blown transformer! What is the purpose of having non existent power in Vihiga County, Emusenjeli Village in Bunyore daily? Account 35209446.",Jun 16,,,,,
TCK,@ChepkorirKotut,,,,2.0,,,,@KenyaPower_Care you really can annoy people. Something as simple as sorting a problematic line. For how long shall we complain? Rudisheni transformer mlichukua from Ruaka acc 37196019 and grow up. Ama ni kazi inawashinda,Jun 15,,,,,
Gemini Vaghela,@geminivaghela,,,,2.0,,,,We are not on the maintenance list on mbaazi av and power went at 6:40am what’s happening? Is anyone checking the transformer which normally dies?,Jun 15,,,,,
.Songok.,@LewisSongok,,,1.0,1.0,,,,"@KenyaPower_Care @EnergyMinK The complaint with referrence 11415114 is in the status: Associated to Incidence- 
THE UNFAIR TREATMENT WE ARE GEETING FROM A TRANSFORMER BLOWING UP IN IMARA DAIMA.
Soooo Unfair",Jun 15,,,,,
Siman,@muniramuha,,,,2.0,,,,"@KenyaPower_Care Tudor transformer hatuna stima, please sort that out tnx",Jun 15,,,,,
hmaima,@Gunner4L,,,1.0,,,,,Can we have a resolution to our transformer issue. Saying you have a plan since Tuesday is not acceptable,Jun 15,,,,,
CERA,@wanjiru_wa4485,,,,2.0,,,,"@KenyaPower_Care its too early to deny us as Kasarani residents power on this Furahi day. We need to be busy working as a way of trying to forget the Finance Bill bana 

#KPLC
#FinanceBill2024",June 14,,,,,
caroRobi,@carolekk254,,,,1.0,,,,"@KenyaPower_Care how long does it take to replace a transformer 
For 48hrs we have not had electricity at Imara Daima.
Rumor has it that no transformers in stock
This is a sad state of affairs.
Mnataka gapi za macho??
Imagine the lactating mothers who store milk  to go to work!",Jun 13,,,,,
.Songok.,@LewisSongok,,,,2.0,,,,"@KenyaPower_Care @KenyaPower  A Transformer blew up on Tuesday Night … Today on Thursday Night we still have no Power for 3 DAYS and counting - we booked an incident ticket Ref: 11415114.
KINDLY ADVICE … what are we supposed to do  get help???",Jun 13,,,,,
$Whisperer,@the_oneVictor,,,,1.0,,,,"@KenyaPower_Care hello. No power, account 14107174444. I think there is an issue with the transformer.",Jun 13,,,,,
Tim James Musumba,@TimMusumba,,,,,,,,"@KenyaPower_Care No power for the third week running in Vihiga County, East Bunyore, Emusenjeli village. How long does it take to process and replace a faulty/blown transformer? A month? This is very inconveniencing indeed!  Account number is 35209446.",Jun 13,,,,,
K_M,@KateMuriithi,,,1.0,,,,,"@KenyaPower_Care Thank you for replacing the old transformer in Kirigiti, but we are still having the same old problems of blackouts every day. Will this problem ever be fixed permanently?",Jun 13,,,,,
Maxyy,@Landomax12,,,,,,,,@KenyaPower_Care hello kindly come and check on the new transformer mlieka…it has already killed someone..,Jun 13,,,,,
Suzuki Son,@SuzukiSon2359,,,,,,,,"@KenyaPower_Care siror kindly follow up with upcountry areas without power due to poles or transformers failure, musitesa villagers due to their ignorance,  @siror kongoi",Jun 13,,,,,
Brian Mahehu,@BrianMahehu,,,,,,,,@KenyaPower_Care We have no power for two days in sections of Imara Daima near Deliverance Church and Scion Hospital. Transformer fault and no response teams so far.,Jun 13,,,,,
Victor Mwarabu,@vicmwarabu,,,,,,,,@KenyaPower_Care a/c number 37175900986 Ngong matasia oleroimen road Eseriani court has not had power since yesterday afternoon after transformer positioning works.,Jun 13,,,,,
ashley myers,@DRASH59,,,,,,,,@KenyaPower_Care why are you cutting off power when the bill is paid? Your staff punish innocent customers saying your system is down so they can't check. Disgraceful,June 13,,,,,
Kinyanjui Mbuki,@KinyanjuiSammy2,,,,2.0,,,,@KenyaPower_Care hi my meter is 33246818 I have paid my bill n it has been disconnected,June 13,,,,,
mohamed adan,@maaize22,,,,,,,,@KenyaPower_Care  I purchased Token this morning via pay bill twice and I didn't receive any Token. Kindly assist. My prepaid meter number is 37155451422.,June 13,,,,,
Mdawanawaadieli,@mdawanawaadieli,,,,,,,,"@KenyaPower_Care
Reported a power outage earlier. Turns out the cause is a broken pole for high voltage cables supplying transformers, after Ndasha shoping center, just past ACK Church while heading down to Mbomboini.
Complaint 11411505
On A/c 151110665
cc. @KenyaPower",Jun 12,,,,,
jared goy,@GoyJared,,,,1.0,,,,"@KenyaPower_Care We are in darkness due to non-functional transformer. Please send your team to fix the problem. Location is Homa-Bay County, Alalo Area. Closest school/landmark is Roba Primary School.",Jun 12,,,,,
Simon Peter,@kastonemng,,,,1.0,,,,@KenyaPower_Care no power for the last 2 hrs..hii transformer yenu iko na shida..we have consistent brown outs here affecting our street..metre no.20643412,Jun 12,,,,,
Arnold’s Car upholstery.,@gardelee,,,,1.0,,,,"@KenyaPower_Care , 
Mtr No. 14105632047 - A FAULTY TRANSFORMER HAD BLOWN YESTERDAY NIGHT IN IMARA DAIMA NEAR KETRY APARTMENTS, BUT THE ISSUE HAS NOT YET BEEN RESOLVED!!! 24 HOURS LATER WE ARE STILL IN DARKNESS !!!  WHAT IS GOING ON KPLC ?? …..(copy).",Jun 12,,,,,
Wayne Gakuo,@wayne_gakuo,,1.0,,,,,,"@KenyaPower_Care your people came, disconnected power from the transformer, left with the power fuses never to return again since 1.30PM. Check DM for more details.",Jun 12,,,,,
